emp_no,title,salary
435980,Senior Staff,76720
435985,Senior Engineer,56553
435990,Engineer,40000
435991,Senior Engineer,86746
435992,Senior Engineer,40000
435993,Senior Staff,41331
435994,Staff,46129
435995,Senior Engineer,40000
435998,Technique Leader,44243
436001,Senior Engineer,48629
436002,Senior Engineer,40000
436005,Senior Engineer,57348
436007,Senior Staff,40000
436008,Staff,40000
436012,Senior Staff,67934
436016,Senior Engineer,40000
436020,Senior Engineer,40000
436031,Senior Engineer,40000
436036,Senior Staff,67653
436047,Senior Staff,76923
436049,Staff,40000
436050,Engineer,41179
436051,Senior Staff,40000
436054,Engineer,72876
436061,Senior Engineer,64383
436062,Senior Staff,68800
436067,Engineer,48747
436069,Senior Engineer,40000
436073,Senior Engineer,40000
436074,Senior Engineer,65240
436077,Senior Staff,63384
436088,Senior Engineer,59483
436094,Senior Engineer,67686
436099,Staff,67276
436106,Senior Engineer,46674
436111,Senior Staff,66343
436114,Engineer,40000
436116,Senior Staff,42693
436121,Senior Staff,40000
436124,Senior Engineer,48245
436126,Senior Staff,66896
436128,Staff,72859
436129,Senior Engineer,40000
436130,Senior Engineer,40000
436143,Senior Staff,62899
436144,Senior Engineer,45592
436145,Senior Staff,93971
436148,Senior Staff,68773
436149,Senior Staff,40654
436150,Senior Staff,73756
436151,Senior Engineer,70988
436153,Assistant Engineer,40000
436154,Senior Engineer,40000
436156,Assistant Engineer,60657
436157,Senior Engineer,40000
436175,Senior Engineer,45994
436178,Technique Leader,40000
436183,Senior Staff,42789
436184,Senior Staff,40000
436185,Senior Staff,44679
436188,Technique Leader,76464
436191,Senior Engineer,40000
436195,Senior Staff,40000
436196,Senior Engineer,42441
436197,Senior Staff,49535
436205,Senior Engineer,50259
436209,Senior Engineer,40000
436214,Senior Engineer,40000
436218,Engineer,40000
436220,Senior Engineer,40000
436225,Senior Engineer,41222
436229,Senior Engineer,51736
436230,Engineer,77416
436243,Senior Staff,48717
436254,Senior Staff,81325
436255,Senior Engineer,40000
436266,Engineer,68853
436270,Senior Staff,70113
436272,Staff,41327
436284,Staff,48360
436285,Engineer,44191
436287,Assistant Engineer,40000
436298,Staff,40000
436302,Senior Staff,70658
436304,Senior Engineer,40000
436307,Senior Engineer,40000
436308,Senior Engineer,40000
436312,Staff,44406
436313,Technique Leader,56780
436316,Technique Leader,40000
436317,Engineer,40000
436319,Senior Engineer,40959
436327,Senior Staff,46595
436329,Senior Staff,80466
436334,Engineer,40000
436339,Senior Engineer,40000
436342,Senior Staff,40000
436344,Senior Staff,54917
436345,Senior Staff,70505
436346,Senior Engineer,75767
436348,Senior Engineer,51519
436362,Senior Engineer,40000
436364,Senior Staff,40000
436372,Senior Staff,45073
436376,Engineer,62324
436377,Senior Engineer,45270
436384,Senior Staff,40000
436387,Technique Leader,67281
436388,Technique Leader,56578
436394,Senior Engineer,40177
436395,Senior Engineer,59676
436400,Senior Staff,66445
436406,Senior Staff,56248
436415,Engineer,52172
436418,Senior Engineer,45612
436419,Senior Staff,49248
436421,Senior Staff,73064
436422,Staff,68409
436424,Senior Engineer,72042
436427,Senior Engineer,47683
436431,Senior Staff,86848
436433,Senior Engineer,40000
436442,Assistant Engineer,62859
436446,Senior Staff,62716
436449,Senior Engineer,43763
436453,Senior Engineer,40000
436457,Staff,75240
436463,Engineer,52812
436467,Senior Staff,40000
436472,Senior Staff,40000
436473,Senior Staff,68869
436477,Senior Staff,73838
436480,Engineer,44962
436484,Staff,43765
436488,Senior Engineer,40000
436490,Senior Engineer,64848
436491,Senior Staff,48999
436495,Technique Leader,40000
436496,Staff,69803
436498,Senior Staff,40000
436499,Senior Staff,40000
436508,Senior Staff,59174
436514,Senior Staff,52379
436515,Engineer,40000
436518,Senior Staff,40000
436525,Senior Engineer,56029
436530,Senior Staff,46731
436536,Technique Leader,40000
436540,Senior Engineer,55532
436541,Staff,65128
436545,Technique Leader,72663
436553,Senior Staff,40000
436561,Engineer,40000
436581,Senior Engineer,40000
436585,Senior Staff,62647
436592,Senior Staff,42685
436599,Staff,40000
436602,Senior Engineer,40000
436603,Senior Staff,44118
436612,Senior Engineer,42719
436614,Senior Engineer,57150
436615,Engineer,54629
436616,Senior Engineer,59235
436623,Staff,40000
436625,Senior Staff,67434
436626,Senior Engineer,40000
436632,Senior Staff,58653
436635,Senior Staff,40000
436636,Senior Engineer,40000
436639,Technique Leader,67887
436644,Engineer,40000
436645,Senior Engineer,40000
436646,Engineer,40000
436651,Senior Staff,80851
436652,Senior Engineer,40000
436653,Senior Engineer,60661
436656,Engineer,40000
436662,Technique Leader,51517
436675,Staff,66466
436684,Senior Engineer,42992
436686,Senior Engineer,42347
436693,Senior Staff,62904
436694,Senior Engineer,40000
436695,Senior Staff,97306
436697,Senior Engineer,40000
436698,Senior Staff,85810
436705,Senior Staff,73901
436708,Senior Engineer,61232
436714,Senior Engineer,49390
436718,Senior Engineer,40000
436721,Staff,47539
436731,Staff,40000
436734,Senior Staff,64506
436735,Senior Staff,44086
436738,Senior Engineer,40000
436744,Senior Staff,83358
436746,Senior Engineer,40000
436756,Staff,40000
436757,Senior Engineer,50394
436759,Senior Engineer,40000
436763,Senior Engineer,43534
436773,Senior Engineer,62967
436792,Senior Staff,62808
436796,Senior Staff,42596
436798,Senior Staff,45726
436805,Senior Staff,40000
436812,Staff,82560
436817,Staff,76455
436818,Staff,69623
436819,Senior Engineer,40000
436822,Technique Leader,40000
436823,Senior Staff,46171
436830,Senior Staff,75242
436833,Engineer,60997
436836,Senior Staff,66249
436842,Senior Engineer,64016
436848,Senior Staff,46301
436858,Engineer,40000
436861,Senior Staff,67578
436862,Technique Leader,49961
436864,Senior Staff,40000
436867,Assistant Engineer,40352
436869,Senior Engineer,67335
436870,Senior Engineer,43042
436876,Senior Engineer,54327
436886,Senior Engineer,40000
436889,Staff,40000
436893,Engineer,48706
436897,Senior Engineer,58813
436902,Technique Leader,51660
436904,Senior Staff,86974
436909,Senior Engineer,40000
436913,Senior Engineer,40000
436922,Senior Staff,44506
436927,Engineer,40000
436935,Technique Leader,65971
436939,Senior Engineer,40000
436942,Engineer,54967
436944,Staff,69294
436946,Senior Staff,40000
436957,Senior Engineer,69296
436962,Senior Engineer,40000
436965,Senior Engineer,64942
436969,Senior Engineer,46772
436979,Senior Staff,54740
436981,Senior Engineer,45127
436984,Engineer,40000
436990,Senior Engineer,52208
436991,Senior Engineer,62150
436993,Senior Staff,60728
436994,Senior Engineer,62951
437001,Staff,51707
437004,Senior Staff,45856
437006,Engineer,53101
437011,Staff,59664
437015,Senior Engineer,40000
437024,Senior Staff,93688
437027,Engineer,40000
437033,Senior Engineer,52688
437035,Senior Staff,59705
437036,Technique Leader,67164
437039,Senior Staff,75177
437040,Senior Engineer,49387
437045,Senior Engineer,40000
437052,Senior Staff,54172
437057,Engineer,47451
437059,Senior Staff,92292
437063,Staff,73419
437064,Senior Engineer,70218
437074,Engineer,40000
437082,Senior Engineer,40000
437088,Assistant Engineer,50782
437089,Staff,40000
437090,Senior Engineer,42067
437092,Senior Staff,60515
437093,Technique Leader,46063
437096,Engineer,40000
437097,Senior Staff,86782
437098,Engineer,54031
437101,Senior Staff,41639
437103,Senior Engineer,47768
437104,Senior Engineer,47761
437105,Senior Engineer,41202
437112,Senior Staff,40000
437120,Technique Leader,55121
437121,Senior Engineer,57153
437123,Senior Engineer,55971
437129,Senior Engineer,40000
437131,Senior Staff,50469
437137,Senior Staff,73991
437138,Senior Engineer,40000
437148,Senior Engineer,50630
437152,Staff,52248
437157,Senior Engineer,46316
437159,Senior Engineer,42772
437166,Senior Engineer,66763
437178,Senior Engineer,50281
437181,Senior Engineer,54357
437182,Senior Staff,66651
437189,Senior Staff,68114
437191,Senior Staff,40155
437195,Senior Engineer,40000
437201,Staff,42854
437202,Senior Staff,83577
437204,Senior Engineer,51015
437205,Senior Engineer,43783
437209,Staff,47983
437216,Senior Engineer,40000
437222,Senior Staff,40000
437223,Senior Staff,43332
437226,Senior Staff,72278
437229,Senior Engineer,43009
437230,Senior Staff,40000
437233,Senior Engineer,76122
437234,Senior Staff,74403
437235,Assistant Engineer,47994
437236,Staff,76854
437241,Senior Staff,76833
437250,Senior Staff,63733
437259,Engineer,40000
437262,Senior Engineer,40000
437266,Engineer,43824
437267,Technique Leader,59763
437271,Senior Engineer,40000
437273,Engineer,46571
437280,Senior Engineer,46005
437283,Engineer,40000
437285,Senior Engineer,47975
437289,Senior Engineer,40000
437290,Senior Staff,85322
437295,Senior Staff,40000
437298,Senior Staff,45719
437308,Senior Staff,73077
437309,Senior Engineer,47183
437316,Senior Engineer,40000
437324,Staff,76635
437329,Staff,43982
437331,Senior Staff,64692
437337,Staff,47513
437342,Engineer,40000
437345,Staff,53812
437348,Senior Engineer,40000
437354,Senior Engineer,65352
437357,Technique Leader,55017
437364,Senior Staff,57848
437370,Staff,71064
437371,Staff,86531
437375,Engineer,40000
437378,Senior Engineer,47580
437389,Senior Engineer,52803
437390,Senior Staff,40000
437394,Senior Engineer,51549
437396,Senior Staff,43618
437405,Senior Engineer,88339
437409,Senior Engineer,40000
437412,Senior Staff,67124
437413,Senior Staff,52895
437417,Senior Engineer,57620
437419,Senior Engineer,50019
437421,Senior Engineer,40000
437422,Senior Engineer,41012
437426,Senior Staff,40000
437428,Senior Engineer,58063
437429,Staff,92506
437430,Senior Engineer,51037
437432,Engineer,78419
437436,Technique Leader,40000
437442,Senior Staff,71689
437444,Engineer,40394
437446,Senior Staff,72235
437447,Assistant Engineer,59459
437452,Staff,50601
437453,Senior Staff,70066
437455,Senior Engineer,40000
437456,Senior Engineer,60007
437470,Assistant Engineer,40277
437471,Senior Staff,44174
437479,Senior Engineer,40000
437483,Senior Staff,40000
437484,Engineer,45904
437494,Staff,63070
437497,Engineer,46196
437502,Senior Engineer,40000
437507,Senior Engineer,46018
437519,Senior Engineer,40000
437522,Senior Staff,40000
437523,Senior Engineer,42622
437527,Senior Staff,78023
437528,Senior Staff,40000
437530,Senior Staff,40000
437531,Senior Engineer,40000
437539,Senior Engineer,55422
437542,Senior Staff,80217
437543,Technique Leader,40000
437545,Senior Engineer,54880
437546,Senior Staff,40000
437553,Senior Staff,48955
437561,Staff,71786
437566,Senior Engineer,43325
437568,Senior Engineer,40000
437570,Engineer,40000
437571,Senior Engineer,40000
437591,Senior Staff,51144
437596,Senior Engineer,50194
437598,Senior Staff,71781
437603,Senior Staff,40000
437608,Senior Engineer,63762
437614,Engineer,46805
437620,Engineer,59450
437625,Senior Engineer,40000
437632,Engineer,40000
437635,Senior Engineer,72691
437639,Senior Staff,67163
437645,Senior Engineer,44808
437647,Senior Engineer,40000
437649,Senior Staff,40000
437675,Senior Engineer,42307
437678,Senior Engineer,44462
437679,Senior Engineer,40000
437680,Senior Staff,60468
437682,Staff,40000
437683,Senior Staff,51150
437685,Technique Leader,57505
437689,Technique Leader,60558
437691,Senior Engineer,46938
437696,Engineer,66044
437698,Senior Staff,64319
437706,Engineer,78536
437712,Senior Staff,72131
437717,Assistant Engineer,40000
437737,Senior Engineer,50369
437762,Senior Staff,78251
437768,Senior Engineer,40000
437779,Senior Staff,49335
437782,Senior Staff,86413
437785,Engineer,47942
437787,Senior Engineer,48314
437794,Engineer,42313
437804,Senior Engineer,45675
437808,Senior Staff,66628
437810,Senior Staff,40000
437811,Senior Engineer,77187
437812,Senior Staff,60080
437815,Staff,75258
437818,Staff,40000
437824,Senior Engineer,40000
437830,Senior Staff,74145
437831,Staff,63885
437834,Senior Staff,46731
437838,Staff,40000
437841,Senior Staff,84309
437844,Staff,52125
437850,Senior Engineer,45677
437852,Engineer,42170
437854,Engineer,70765
437865,Senior Staff,47231
437868,Senior Engineer,40000
437880,Senior Engineer,46732
437882,Senior Engineer,40000
437883,Senior Engineer,48730
437888,Staff,57573
437889,Senior Staff,65085
437890,Senior Engineer,42361
437892,Engineer,70452
437895,Technique Leader,44463
437905,Technique Leader,48258
437910,Staff,70988
437915,Technique Leader,48223
437927,Senior Staff,45833
437938,Senior Engineer,40000
437939,Assistant Engineer,55854
437950,Senior Engineer,41789
437953,Senior Engineer,40000
437954,Staff,72574
437955,Engineer,58381
437977,Senior Engineer,47286
437981,Senior Staff,40000
437985,Senior Staff,53517
437991,Staff,69699
438009,Technique Leader,40000
438010,Senior Engineer,40000
438014,Senior Staff,74656
438016,Senior Staff,40406
438029,Senior Staff,67295
438030,Senior Staff,44984
438033,Engineer,48773
438035,Staff,65809
438040,Senior Staff,65713
438050,Engineer,40000
438052,Engineer,42797
438054,Senior Staff,57658
438055,Staff,52661
438062,Staff,52262
438065,Engineer,83292
438066,Engineer,40000
438084,Senior Engineer,40000
438085,Senior Engineer,55664
438095,Senior Engineer,54552
438096,Engineer,40000
438104,Senior Staff,61990
438105,Senior Engineer,58106
438109,Senior Staff,61667
438110,Technique Leader,40000
438113,Staff,40000
438126,Senior Engineer,78066
438137,Senior Staff,52537
438142,Engineer,49296
438146,Senior Staff,71953
438150,Senior Staff,40000
438153,Senior Engineer,40000
438155,Senior Staff,40000
438160,Staff,67944
438162,Senior Staff,50412
438171,Senior Staff,40000
438177,Senior Staff,40000
438178,Senior Staff,40000
438181,Engineer,69081
438190,Senior Engineer,41107
438192,Senior Staff,40000
438193,Senior Engineer,70650
438194,Senior Staff,73451
438196,Senior Staff,40000
438200,Staff,62606
438205,Staff,76422
438207,Senior Staff,42133
438208,Engineer,68035
438209,Senior Staff,65336
438212,Engineer,62011
438214,Senior Engineer,42651
438218,Senior Engineer,44021
438223,Technique Leader,40000
438224,Senior Engineer,53291
438235,Senior Staff,69847
438238,Senior Engineer,40000
438240,Staff,74397
438246,Senior Engineer,40000
438253,Senior Engineer,53726
438258,Technique Leader,45138
438262,Senior Engineer,40000
438263,Engineer,56758
438266,Staff,47670
438267,Senior Staff,44058
438268,Senior Staff,51295
438269,Senior Engineer,40000
438284,Senior Staff,66324
438285,Assistant Engineer,40000
438286,Engineer,50192
438288,Engineer,40000
438289,Staff,42124
438292,Staff,40000
438296,Senior Staff,75075
438298,Senior Engineer,40000
438304,Senior Staff,40000
438307,Senior Engineer,45364
438312,Senior Engineer,45333
438318,Staff,40000
438325,Senior Staff,40000
438329,Staff,40000
438330,Senior Engineer,40000
438332,Senior Engineer,40000
438335,Senior Engineer,40000
438340,Engineer,40000
438342,Senior Staff,40000
438348,Engineer,46953
438355,Senior Staff,40000
438357,Senior Staff,68502
438366,Senior Engineer,40000
438369,Senior Engineer,44689
438371,Senior Staff,58232
438372,Engineer,40000
438375,Engineer,52021
438385,Senior Staff,40000
438390,Senior Engineer,40000
438393,Senior Engineer,45426
438395,Staff,56184
438397,Senior Staff,40000
438404,Senior Staff,40843
438405,Senior Staff,40000
438406,Engineer,40000
438408,Senior Staff,53586
438414,Engineer,41531
438421,Senior Staff,82787
438422,Senior Engineer,40000
438428,Senior Staff,40000
438429,Senior Engineer,55957
438430,Senior Engineer,40000
438437,Senior Staff,40000
438440,Senior Engineer,61104
438441,Senior Engineer,52069
438445,Staff,94188
438454,Senior Engineer,42193
438455,Senior Engineer,49322
438463,Senior Staff,66639
438472,Senior Engineer,40000
438473,Senior Engineer,47735
438474,Senior Staff,63085
438483,Senior Staff,40000
438489,Senior Engineer,40000
438496,Technique Leader,40000
438498,Staff,59631
438499,Senior Staff,40000
438501,Senior Staff,40000
438505,Staff,50561
438506,Engineer,40000
438508,Senior Engineer,40893
438514,Engineer,40000
438517,Senior Engineer,52278
438519,Senior Engineer,72418
438521,Engineer,48497
438524,Senior Staff,40000
438525,Senior Staff,40000
438528,Engineer,62157
438529,Senior Staff,49177
438532,Staff,65778
438534,Senior Staff,79162
438536,Senior Engineer,61978
438538,Senior Engineer,51274
438541,Senior Staff,43426
438544,Senior Engineer,40000
438551,Senior Staff,47429
438552,Senior Staff,46144
438553,Senior Engineer,40000
438563,Senior Staff,40000
438570,Senior Engineer,41842
438572,Senior Engineer,41878
438578,Senior Engineer,60866
438579,Staff,49045
438583,Senior Engineer,50746
438584,Senior Staff,41302
438586,Senior Staff,42289
438593,Senior Staff,89630
438596,Staff,51074
438599,Senior Staff,40000
438604,Technique Leader,40000
438608,Senior Engineer,55259
438610,Senior Staff,58923
438616,Staff,57631
438619,Staff,73422
438626,Senior Staff,72353
438627,Senior Engineer,46730
438641,Senior Engineer,59082
438644,Senior Staff,79779
438647,Senior Engineer,53734
438648,Senior Engineer,40000
438657,Technique Leader,45724
438658,Senior Engineer,56355
438661,Senior Staff,54174
438662,Senior Staff,40000
438666,Staff,61228
438672,Senior Engineer,40000
438676,Senior Staff,67214
438681,Staff,74220
438685,Senior Engineer,40000
438693,Senior Engineer,51639
438699,Senior Staff,50065
438703,Senior Staff,40000
438704,Senior Engineer,58219
438707,Staff,86806
438716,Senior Staff,59536
438718,Senior Staff,52469
438721,Engineer,40000
438724,Technique Leader,40000
438726,Staff,41469
438728,Staff,70398
438731,Senior Engineer,48294
438733,Senior Engineer,40000
438737,Senior Engineer,40000
438747,Senior Engineer,40000
438748,Staff,58473
438752,Senior Staff,53825
438759,Engineer,48092
438768,Senior Staff,40000
438771,Senior Staff,67337
438776,Staff,63069
438781,Senior Engineer,54423
438784,Staff,40000
438787,Senior Engineer,42087
438792,Engineer,49042
438799,Senior Staff,56246
438805,Senior Engineer,43710
438807,Engineer,50301
438808,Senior Engineer,53461
438823,Senior Engineer,40000
438835,Senior Engineer,50016
438840,Senior Engineer,40000
438842,Senior Staff,50914
438843,Senior Engineer,43132
438848,Senior Engineer,40000
438856,Senior Engineer,43266
438861,Engineer,55885
438862,Senior Engineer,40000
438866,Engineer,44370
438868,Senior Staff,80116
438870,Technique Leader,51244
438871,Senior Engineer,40000
438872,Senior Engineer,49715
438876,Senior Engineer,50661
438883,Senior Engineer,45611
438889,Senior Staff,86110
438897,Senior Engineer,40000
438907,Technique Leader,54727
438909,Senior Engineer,54319
438914,Senior Staff,63957
438915,Senior Staff,40000
438919,Technique Leader,43561
438922,Engineer,49956
438923,Engineer,47331
438924,Senior Staff,83384
438930,Senior Engineer,53082
438931,Senior Engineer,50782
438932,Senior Engineer,54823
438934,Senior Staff,41744
438936,Senior Staff,55449
438937,Senior Engineer,55362
438940,Senior Staff,71507
438944,Senior Staff,73694
438946,Senior Engineer,47736
438947,Senior Staff,56310
438948,Senior Staff,50576
438955,Senior Staff,67126
438958,Senior Staff,43168
438960,Engineer,40000
438962,Senior Engineer,63794
438986,Senior Engineer,40000
438997,Senior Staff,40000
438999,Staff,45702
439000,Engineer,40000
439004,Senior Staff,67592
439010,Senior Staff,55542
439011,Staff,40000
439015,Senior Engineer,61689
439017,Senior Staff,86060
439018,Senior Staff,62394
439019,Senior Staff,58387
439027,Staff,60754
439033,Senior Engineer,40000
439036,Senior Engineer,61017
439039,Senior Engineer,40000
439040,Senior Staff,80631
439043,Senior Engineer,40000
439045,Senior Engineer,40000
439049,Engineer,40000
439054,Senior Engineer,40000
439059,Senior Staff,64335
439062,Staff,47240
439064,Staff,40000
439067,Senior Engineer,65983
439071,Senior Staff,46070
439072,Senior Staff,73853
439074,Senior Staff,110719
439091,Senior Engineer,40000
439094,Engineer,40000
439095,Senior Staff,72075
439097,Senior Staff,48303
439102,Senior Engineer,40000
439103,Senior Staff,40000
439106,Staff,89576
439108,Technique Leader,49906
439115,Senior Engineer,60976
439116,Senior Engineer,66329
439118,Senior Staff,80242
439121,Senior Engineer,42326
439123,Engineer,46355
439125,Senior Staff,60638
439129,Staff,40000
439140,Senior Engineer,42882
439147,Senior Engineer,46663
439151,Senior Engineer,40000
439152,Senior Engineer,40000
439156,Senior Engineer,54922
439160,Senior Staff,40000
439162,Senior Engineer,65279
439164,Engineer,41952
439168,Senior Staff,69822
439169,Senior Engineer,69795
439175,Senior Staff,86854
439179,Senior Staff,57388
439180,Engineer,56160
439185,Senior Staff,98679
439195,Senior Engineer,61746
439197,Staff,62728
439203,Senior Staff,75107
439204,Engineer,55158
439207,Senior Staff,45878
439211,Senior Staff,40000
439212,Staff,58321
439216,Senior Engineer,40000
439220,Senior Staff,73249
439230,Senior Engineer,50282
439233,Staff,59342
439246,Senior Engineer,40000
439251,Senior Engineer,40000
439252,Senior Engineer,40000
439254,Senior Engineer,40000
439257,Senior Staff,81095
439259,Senior Engineer,62530
439272,Engineer,62687
439276,Senior Engineer,40000
439279,Senior Staff,54049
439283,Staff,40000
439286,Senior Staff,84445
439289,Senior Engineer,40000
439292,Senior Staff,51592
439296,Senior Engineer,47226
439309,Engineer,40000
439310,Senior Engineer,47508
439313,Engineer,77299
439318,Senior Engineer,44403
439322,Senior Staff,83964
439328,Engineer,48153
439332,Senior Staff,75253
439333,Engineer,46697
439337,Senior Staff,79338
439349,Staff,40000
439350,Senior Engineer,53047
439357,Technique Leader,41297
439359,Senior Staff,40000
439360,Staff,80530
439364,Engineer,40000
439367,Senior Engineer,60323
439369,Assistant Engineer,81310
439371,Senior Engineer,84501
439375,Staff,79162
439382,Senior Staff,40000
439389,Senior Staff,89698
439395,Staff,40000
439404,Senior Engineer,50883
439411,Technique Leader,55887
439412,Senior Staff,56805
439416,Senior Engineer,44846
439420,Senior Staff,76672
439422,Assistant Engineer,65528
439425,Assistant Engineer,41006
439432,Senior Staff,40000
439436,Engineer,41615
439437,Staff,40000
439440,Senior Engineer,42544
439455,Senior Engineer,40000
439456,Senior Staff,55180
439463,Senior Engineer,40000
439465,Engineer,40000
439468,Engineer,40000
439471,Senior Engineer,57114
439473,Senior Engineer,40000
439478,Senior Staff,53813
439480,Senior Engineer,40000
439486,Senior Engineer,40000
439495,Senior Engineer,51252
439501,Senior Staff,55896
439506,Staff,44512
439511,Senior Engineer,48717
439516,Staff,84075
439518,Senior Engineer,40000
439519,Senior Engineer,54708
439520,Senior Engineer,55826
439533,Senior Staff,79037
439534,Staff,68576
439541,Senior Engineer,81591
439543,Senior Staff,64215
439544,Senior Staff,52427
439545,Senior Engineer,43478
439549,Senior Engineer,63348
439558,Senior Staff,57329
439560,Senior Staff,40000
439567,Senior Engineer,57729
439570,Technique Leader,40000
439572,Senior Staff,45093
439573,Senior Staff,40000
439576,Staff,66057
439579,Senior Staff,40000
439591,Senior Engineer,40000
439595,Senior Engineer,72605
439604,Senior Staff,48144
439608,Engineer,51621
439612,Senior Engineer,52323
439617,Senior Staff,40000
439627,Senior Staff,69330
439628,Staff,51681
439630,Senior Staff,79638
439632,Senior Engineer,69464
439634,Staff,78084
439639,Senior Engineer,40000
439644,Engineer,62080
439652,Senior Engineer,70322
439659,Engineer,40000
439663,Senior Engineer,40000
439664,Senior Staff,40000
439665,Senior Engineer,40000
439668,Senior Engineer,57283
439669,Senior Staff,72344
439675,Staff,79767
439685,Senior Staff,49535
439686,Senior Engineer,55291
439687,Technique Leader,40000
439694,Senior Staff,40000
439704,Senior Engineer,50330
439715,Senior Engineer,57097
439716,Senior Engineer,40000
439717,Senior Staff,53552
439719,Engineer,52225
439721,Senior Engineer,40578
439722,Senior Staff,86750
439729,Senior Engineer,40000
439735,Senior Engineer,40000
439743,Senior Engineer,40000
439748,Technique Leader,40000
439750,Engineer,67546
439757,Senior Engineer,48746
439760,Senior Engineer,68751
439765,Senior Staff,40000
439769,Staff,89384
439772,Engineer,67469
439774,Engineer,40000
439780,Assistant Engineer,40000
439781,Staff,58925
439789,Senior Engineer,40000
439792,Staff,40000
439794,Senior Engineer,40000
439795,Senior Engineer,46800
439798,Senior Engineer,71152
439800,Senior Staff,41175
439807,Senior Staff,70941
439815,Engineer,40000
439817,Senior Engineer,45117
439823,Engineer,45338
439827,Senior Engineer,40000
439830,Senior Engineer,41377
439832,Senior Staff,73459
439835,Senior Engineer,70186
439837,Staff,40000
439839,Senior Engineer,45300
439851,Senior Engineer,40000
439853,Engineer,40000
439854,Technique Leader,40000
439864,Senior Engineer,40000
439868,Senior Staff,77919
439869,Senior Staff,72439
439875,Senior Engineer,40000
439877,Senior Staff,40000
439885,Senior Engineer,45445
439886,Engineer,42550
439887,Senior Staff,71929
439889,Senior Engineer,53291
439896,Senior Staff,69368
439903,Staff,82585
439922,Staff,76590
439923,Senior Engineer,51994
439925,Staff,112348
439927,Senior Engineer,63757
439932,Staff,44903
439938,Senior Staff,71060
439939,Senior Engineer,52489
439941,Staff,71640
439948,Staff,68876
439953,Staff,40000
439954,Senior Engineer,64140
439958,Staff,47218
439969,Senior Staff,49147
439978,Senior Staff,62005
439987,Senior Engineer,41424
439998,Senior Engineer,40000
440003,Assistant Engineer,40000
440004,Engineer,67306
440006,Senior Staff,52641
440010,Senior Engineer,40000
440016,Staff,50425
440019,Technique Leader,66098
440020,Senior Staff,43784
440024,Senior Engineer,45801
440026,Senior Staff,40000
440035,Senior Engineer,40000
440037,Assistant Engineer,48197
440039,Senior Engineer,59346
440043,Staff,57199
440045,Senior Staff,45343
440048,Senior Engineer,48200
440050,Senior Staff,71284
440051,Engineer,58269
440052,Engineer,48142
440056,Senior Engineer,61128
440072,Senior Engineer,40000
440073,Senior Staff,81058
440074,Senior Staff,55552
440075,Senior Engineer,45284
440076,Engineer,40000
440083,Senior Staff,50940
440084,Senior Engineer,40000
440085,Senior Staff,66905
440086,Staff,76434
440088,Staff,97760
440091,Senior Engineer,49173
440094,Senior Staff,40000
440097,Senior Engineer,71586
440103,Senior Engineer,55091
440106,Senior Engineer,40000
440107,Senior Engineer,40000
440111,Senior Engineer,40000
440115,Senior Engineer,40000
440116,Senior Engineer,45628
440120,Senior Staff,82831
440124,Senior Engineer,59676
440128,Senior Staff,40000
440129,Staff,40000
440136,Senior Staff,60795
440140,Assistant Engineer,47320
440145,Senior Engineer,40000
440150,Engineer,40000
440152,Senior Staff,62545
440156,Senior Staff,49333
440157,Senior Staff,50477
440166,Senior Staff,85597
440168,Senior Engineer,57218
440169,Senior Staff,62222
440175,Senior Engineer,45919
440179,Senior Engineer,40000
440180,Senior Engineer,72567
440182,Engineer,45801
440183,Senior Engineer,54729
440189,Senior Engineer,47178
440190,Senior Engineer,62336
440192,Staff,40000
440200,Senior Staff,44272
440204,Senior Engineer,40000
440205,Senior Engineer,40000
440212,Staff,65672
440215,Senior Engineer,59288
440218,Senior Staff,66145
440224,Senior Engineer,40000
440230,Engineer,40000
440234,Technique Leader,42434
440236,Senior Engineer,41035
440247,Senior Engineer,40000
440248,Senior Engineer,44868
440250,Senior Engineer,52156
440251,Staff,40583
440255,Senior Staff,68981
440256,Technique Leader,40000
440257,Staff,77506
440258,Senior Engineer,50724
440259,Staff,87914
440262,Senior Engineer,53999
440264,Senior Staff,47441
440275,Senior Staff,56739
440279,Staff,50103
440282,Technique Leader,59752
440288,Senior Staff,40000
440290,Senior Engineer,53936
440291,Senior Engineer,42703
440293,Senior Staff,40000
440295,Senior Engineer,49393
440300,Senior Staff,91555
440301,Senior Engineer,44818
440302,Senior Staff,57380
440303,Engineer,40000
440305,Senior Staff,63799
440306,Senior Staff,63699
440307,Senior Engineer,40000
440314,Senior Engineer,40000
440315,Senior Staff,86598
440319,Technique Leader,47654
440321,Senior Staff,40000
440323,Senior Staff,75919
440324,Staff,71843
440329,Senior Staff,40000
440331,Engineer,52224
440333,Senior Engineer,40000
440337,Senior Engineer,69846
440338,Senior Staff,40000
440343,Senior Engineer,40000
440352,Senior Staff,63892
440353,Senior Staff,40000
440357,Senior Staff,95227
440361,Senior Staff,40000
440363,Senior Staff,68360
440364,Engineer,41725
440365,Senior Engineer,53135
440366,Senior Staff,72316
440367,Engineer,40000
440372,Senior Engineer,51022
440373,Senior Engineer,40000
440376,Engineer,40000
440380,Engineer,52490
440382,Senior Staff,63305
440383,Senior Engineer,40000
440387,Staff,40000
440388,Senior Engineer,49030
440389,Technique Leader,40000
440390,Senior Engineer,59450
440400,Senior Staff,73947
440402,Senior Engineer,40000
440403,Engineer,63906
